date_time,player_id,specialization_name
2019-12-21T06:19:34.368Z,pce1d1d5,gunner
2019-12-21T15:26:00.030Z,pc5a5d3a,Demolitionist
2019-12-21T04:27:25.248Z,pcf8c2e0,sharpshooter
2019-12-21T05:50:22.160Z,pcf8c2e0,survivalist
2019-12-21T19:24:31.806Z,pcf8c2e0,technician
2019-12-21T19:26:03.330Z,pcf8c2e0,survivalist
2019-12-21T22:18:40.842Z,pcf8c2e0,technician
2019-12-21T08:44:26.551Z,pcb34db4,gunner
2019-12-21T08:44:57.679Z,pcb34db4,survivalist
2019-12-21T06:15:06.599Z,pc586e65,gunner
2019-12-21T07:09:55.434Z,pc586e65,technician
2019-12-21T07:12:27.642Z,pc586e65,survivalist
2020-02-28T17:02:56.971Z,pc548104,gunner
2020-02-28T09:47:54.884Z,pcd26e71,Demolitionist
2020-02-28T03:08:01.763Z,pc5dc748,sharpshooter
2020-02-28T09:33:14.864Z,pc440770,Demolitionist
2020-02-28T09:42:52.788Z,pcd26e71,Demolitionist
2020-02-28T09:47:54.884Z,pcd26e71,sharpshooter
2020-02-28T21:46:46.203Z,pcd26e71,sharpshooter
2020-02-28T05:20:45.803Z,pca1a96e,technician
2020-02-28T05:31:48.681Z,pca1a96e,Demolitionist
2020-03-22T14:31:42.789Z,pcd9234c,sharpshooter
2020-03-22T14:38:15.607Z,pcd9234c,technician
2020-03-22T02:51:04.544Z,pc46d471,technician
2020-03-22T09:26:22.242Z,pcf1f6ba,flamethrower
2020-03-22T09:27:52.844Z,pcf1f6ba,flamethrower
2020-03-22T20:45:44.411Z,pcfcbf49,survivalist
2020-03-22T23:20:01.110Z,pcfe7b3f,flamethrower
2020-01-24T03:24:16.438Z,pc373858,gunner
2020-01-24T00:52:13.744Z,pc0804a1,Demolitionist
2020-01-24T00:53:14.081Z,pc0804a1,gunner
2020-01-24T03:55:34.855Z,pc0804a1,Demolitionist
2020-01-24T04:55:28.700Z,pc0804a1,technician
2020-01-24T05:21:10.287Z,pc0804a1,gunner
2020-01-24T06:05:53.778Z,pc0804a1,Demolitionist
2020-01-24T06:17:58.907Z,pc0804a1,gunner
2019-11-27T00:03:00.895Z,pcce82df,gunner
2019-11-27T19:28:35.261Z,pc3e056f,sharpshooter
2019-11-27T14:46:39.052Z,pcf7e546,sharpshooter
2019-11-27T15:35:33.679Z,pcbb9bca,sharpshooter
2019-11-27T11:21:10.516Z,pc7ddf3b,Demolitionist
2019-11-27T11:21:40.845Z,pc7ddf3b,technician
2019-11-27T11:23:11.509Z,pc7ddf3b,survivalist
2019-11-27T12:09:12.466Z,pc7ddf3b,Demolitionist
2019-11-27T12:09:42.781Z,pc7ddf3b,survivalist
2019-11-27T18:06:42.495Z,pc2f236d,Demolitionist
2019-11-27T11:55:38.711Z,pcf81c88,Demolitionist
2019-11-27T18:07:12.720Z,pc2f236d,survivalist
2019-11-27T11:56:09.215Z,pcf81c88,survivalist
2019-11-27T11:56:09.215Z,pcf81c88,sharpshooter
2019-11-27T10:48:54.595Z,pcd9234c,Demolitionist
2019-11-27T18:07:42.958Z,pc2f236d,sharpshooter
2019-11-27T10:51:25.932Z,pcd9234c,sharpshooter
2019-11-27T18:11:14.332Z,pc2f236d,gunner
2019-11-27T18:11:44.539Z,pc2f236d,technician
2019-11-27T18:12:44.839Z,pc2f236d,sharpshooter
2019-11-27T12:02:15.183Z,pcf81c88,Demolitionist
2019-11-27T11:27:31.483Z,pccae9d7,technician
2019-11-27T18:09:05.318Z,pcb48a52,sharpshooter
2019-11-27T18:09:35.673Z,pcb48a52,survivalist
2019-11-27T18:10:05.887Z,pcb48a52,Demolitionist
2019-11-27T18:10:36.122Z,pcb48a52,technician
2019-11-27T18:11:06.338Z,pcb48a52,gunner
2019-11-27T18:13:37.346Z,pcb48a52,sharpshooter
2019-11-27T21:38:05.119Z,pc2f236d,Demolitionist
2019-11-27T21:39:05.758Z,pc2f236d,sharpshooter
2019-11-27T17:20:04.039Z,pcbc99ac,technician
2019-11-27T15:02:01.959Z,pce00bec,Demolitionist
2019-11-27T15:13:12.555Z,pce00bec,sharpshooter
2019-11-27T23:56:38.568Z,pc4fdd32,survivalist
2019-11-27T07:16:36.937Z,pc83e189,sharpshooter
2019-11-27T00:28:15.283Z,pc4280a9,Demolitionist
2019-11-27T19:58:33.398Z,pc947e91,sharpshooter
2019-11-27T20:02:34.291Z,pc947e91,gunner
2019-11-27T20:09:35.711Z,pc947e91,Demolitionist
2019-11-27T20:10:05.798Z,pc947e91,survivalist
2019-11-27T20:11:05.958Z,pc947e91,gunner
2019-11-27T20:16:06.965Z,pc947e91,sharpshooter
2019-11-27T20:32:40.619Z,pc947e91,gunner
2019-11-27T20:41:43.065Z,pc947e91,technician
2019-11-27T20:42:43.286Z,pc947e91,gunner
2019-11-27T15:59:19.602Z,pc7aed6e,survivalist
2019-11-27T16:06:23.987Z,pc7aed6e,technician
2019-11-27T16:06:23.987Z,pc7aed6e,gunner
2019-11-27T16:06:54.286Z,pc7aed6e,survivalist
2019-11-27T21:45:04.352Z,pc7aed6e,sharpshooter
2019-11-27T21:38:25.257Z,pc947e91,sharpshooter
2019-11-27T16:39:57.421Z,pc83e189,technician
2019-11-27T14:41:37.582Z,pc5ca414,sharpshooter
2019-11-27T22:31:58.624Z,pcf1f6ba,gunner
2019-11-27T04:54:40.114Z,pc0dd12a,Demolitionist
2019-11-27T08:53:46.888Z,pcdf87da,sharpshooter
2019-11-27T07:50:29.617Z,pc0dd12a,sharpshooter
2019-11-27T16:05:19.199Z,pc18e095,Demolitionist
2019-11-27T16:07:20.828Z,pc18e095,survivalist
2019-11-27T16:07:51.173Z,pc18e095,Demolitionist
2019-11-27T09:06:41.707Z,pc0dd12a,Demolitionist
2019-11-27T09:06:41.707Z,pc0dd12a,sharpshooter
2019-11-27T18:15:37.712Z,pc0cf721,gunner
2019-11-27T21:28:07.314Z,pc70ebb5,technician
2019-11-27T15:56:57.874Z,pc4667dc,Demolitionist
2019-11-27T16:42:05.002Z,pc4667dc,survivalist
2019-11-27T17:42:12.906Z,pc4667dc,Demolitionist
2019-11-27T11:48:30.652Z,pc1a89cb,Demolitionist
2019-11-27T11:49:00.921Z,pc1a89cb,technician
