date_time,skill_left,skill_right,player_level,player_id
2020-01-02T12:57:58.656Z,chemlauncher,seekermine,30,pc9853d3
2020-01-02T22:51:08.040Z,drone,turret,30,pc461c6c
2020-01-02T00:48:23.245Z,turret,seekermine,30,pc5bf7e8
2020-01-02T13:57:55.706Z,turret,seekermine,30,pc5bf7e8
2020-01-02T18:41:38.544Z,drone,turret,30,pcecf54e
2020-01-02T18:41:38.544Z,drone,turret,30,pcecf54e
2020-01-02T19:32:03.438Z,drone,turret,30,pcecf54e
2020-01-02T11:19:50.683Z,seekermine,drone,30,pc35b7f4
2020-01-02T15:23:32.494Z,turret,seekermine,30,pce38df3
2020-01-02T15:27:36.659Z,seekermine,drone,30,pc35b7f4
2020-01-02T15:42:13.878Z,seekermine,drone,30,pc35b7f4
2020-01-02T16:17:31.412Z,seekermine,drone,30,pc35b7f4
2020-01-02T16:17:31.412Z,seekermine,drone,30,pc35b7f4
2020-01-02T21:57:58.058Z,turret,drone,30,pc44bf63
2020-01-02T08:52:22.411Z,seekermine,hive,30,pcbdf81b
2020-01-02T11:15:53.717Z,turret,drone,30,pc9f6ec7
2020-01-02T20:56:01.670Z,turret,drone,30,pc9f6ec7
2020-01-02T21:12:13.697Z,turret,drone,30,pc9f6ec7
2020-01-02T03:38:37.503Z,drone,hive,30,pcdf87da
2020-01-02T04:05:36.418Z,drone,hive,30,pcdf87da
2020-01-02T01:27:40.827Z,drone,seekermine,30,pc5ca414
2020-01-02T17:43:06.829Z,drone,pulse,30,pcf1f6ba
2020-01-02T20:47:20.585Z,turret,seekermine,30,pc7c9168
2020-01-02T11:59:13.423Z,hive,drone,30,pc5376ff
2020-01-02T20:06:36.745Z,seekermine,chemlauncher,30,pcfe7b3f
2020-01-02T22:14:45.712Z,chemlauncher,hive,30,pcfe7b3f
2020-02-21T15:57:23.036Z,hive,drone,30,pc31cd56
2020-02-21T19:00:18.720Z,hive,seekermine,30,pc8b82c1
2020-02-21T15:06:46.285Z,drone,pulse,30,pcc64095
2020-02-21T16:50:06.170Z,seekermine,turret,30,pc71657e
2020-03-16T10:36:47.998Z,firefly,drone,23,pc0880be
2020-03-16T01:59:04.026Z,turret,seekermine,40,pc9f4dbe
2020-03-16T09:25:58.299Z,hive,chemlauncher,40,pcf66328
2020-03-16T13:37:23.733Z,hive,seekermine,40,pc71657e
2020-03-31T13:39:16.344Z,turret,drone,30,pccc9420
2020-03-31T05:32:20.360Z,hive,drone,40,pcf66328
2020-02-19T02:53:12.296Z,seekermine,turret,30,pcae6154
2020-02-19T17:28:09.526Z,drone,turret,30,pc87fe7b
2020-02-19T17:29:10.543Z,seekermine,chemlauncher,30,pc31245c
2020-02-19T17:09:58.861Z,drone,shield,30,pcc64095
2020-02-19T16:33:12.124Z,seekermine,turret,30,pc71657e
2020-03-15T02:57:57.368Z,drone,chemlauncher,30,pc633527
2020-03-15T01:30:32.559Z,drone,turret,30,pcb7d3db
2020-03-15T06:51:59.946Z,drone,hive,40,pcae6154
2020-03-15T13:28:48.867Z,shield,seekermine,40,pcc64095
2020-03-15T10:03:28.985Z,hive,chemlauncher,40,pcf66328
2020-03-15T08:51:27.883Z,hive,seekermine,40,pc71657e
2020-03-15T21:52:17.826Z,drone,hive,40,pcf8c2e0
2020-01-30T15:36:32.494Z,drone,hive,30,pc27b354
2020-01-30T04:37:26.940Z,drone,seekermine,28,pc437305
2020-01-30T19:53:03.855Z,pulse,seekermine,30,pcf6e778
2020-01-30T20:47:25.930Z,pulse,seekermine,30,pcf6e778
2020-01-30T20:13:11.791Z,hive,shield,30,pce08a97
2020-01-30T21:10:34.595Z,pulse,seekermine,30,pcf6e778
2020-01-30T20:47:26.323Z,hive,seekermine,30,pce08a97
2020-01-30T11:19:42.841Z,turret,drone,30,pca19121
2020-01-30T17:10:21.666Z,turret,drone,30,pca19121
2020-01-30T21:35:13.174Z,turret,drone,30,pca19121
2020-01-30T22:51:42.814Z,turret,drone,30,pca19121
2020-01-30T14:27:17.730Z,seekermine,turret,30,pc6f4747
2020-01-30T17:54:58.549Z,seekermine,turret,30,pc71cb63
2020-01-30T20:32:18.447Z,turret,drone,30,pcfde0cf
2020-01-30T21:07:52.860Z,drone,hive,30,pc69b5a4
2020-01-30T21:46:51.127Z,drone,hive,30,pc69b5a4
2020-01-30T21:22:25.869Z,drone,seekermine,21,pc24704c
2020-01-30T08:23:34.456Z,shield,seekermine,30,pc18e095
2020-01-30T10:37:59.757Z,drone,turret,30,pc9d0e19
2020-01-30T14:15:29.155Z,drone,turret,30,pc9d0e19
2020-01-30T17:23:10.604Z,drone,seekermine,30,pc9d0e19
2020-02-29T11:48:22.918Z,turret,,30,pcb0bbc7
2020-02-29T20:43:45.329Z,turret,shield,30,pc7303b1
2020-01-23T19:48:11.716Z,hive,shield,30,pce08a97
2020-01-23T21:35:28.267Z,drone,turret,30,pce3be6b
2020-01-23T09:03:33.275Z,drone,seekermine,30,pc1771c0
2020-01-23T20:53:43.207Z,drone,seekermine,30,pc1771c0
2020-01-23T00:36:35.185Z,seekermine,hive,4,pc46d471
2020-01-23T15:29:22.744Z,chemlauncher,seekermine,30,pc9853d3
2020-01-23T13:35:26.006Z,drone,hive,30,pc69b5a4
2020-01-23T10:34:54.436Z,turret,drone,5,pc01efb6
2020-01-23T17:42:01.731Z,turret,hive,30,pcfcbf49
2020-01-23T19:21:04.469Z,turret,hive,30,pcfcbf49
2020-01-23T09:04:48.018Z,turret,seekermine,30,pc9d0e19
2020-01-23T13:37:11.673Z,drone,seekermine,30,pc9d0e19
2020-01-23T18:52:46.031Z,turret,drone,30,pc710f2f
2020-01-23T00:59:31.668Z,hive,drone,30,pcfe7b3f
2020-03-24T22:49:21.565Z,hive,drone,40,pcb0bbc7
2020-03-24T09:31:55.151Z,shield,hive,40,pc69b5a4
2020-03-24T09:44:02.056Z,shield,hive,40,pc69b5a4
2020-03-24T15:31:12.649Z,drone,shield,30,pc18e095
